customer_id,age,gender,tenure,contract_type,monthly_charges,total_charges,calls_to_support,is_tuesday_signup,churn
1154,74,Female,20,1,31.39,620.8,1,0,0
1155,54,Male,40,2,49.97,2004.23,2,1,0
1156,45,Male,43,0,92.14,3967.96,2,0,0
1157,35,Female,20,1,82.9,1663.41,0,0,0
1158,31,Male,47,0,69.06,3245.91,2,0,0
1159,66,Female,21,0,60.0,1271.31,3,0,1
1160,73,Female,12,2,36.77,444.15,1,1,0
1161,43,Female,16,2,77.24,1235.77,1,0,0
1162,68,Female,45,0,68.5,3084.68,1,0,0
1163,28,Female,53,1,79.49,4214.03,2,1,0
1164,49,Female,48,1,40.96,1976.43,1,1,0
1165,44,Female,14,1,48.64,672.52,3,0,0
1166,73,Female,42,0,32.55,1370.07,3,0,0
1167,40,Male,1,0,30.42,29.16,0,0,0
1168,28,Male,38,2,92.25,3509.04,2,0,0
1169,62,Male,59,1,51.58,3040.75,1,1,0
1170,51,Female,64,0,42.11,2690.33,3,0,0
1171,70,Male,35,1,88.81,3114.09,0,0,0
1172,68,Male,57,0,40.83,2326.82,0,0,0
1173,56,Female,54,0,29.45,1592.48,2,0,0
1174,74,Male,19,0,86.05,1639.74,1,0,0
1175,36,Male,22,2,32.54,717.24,2,0,0
1176,31,Male,6,1,30.63,176.68,1,0,0
1177,45,Male,22,2,77.78,1716.1,0,0,0
1178,79,Female,53,0,59.28,3125.98,0,0,0
1179,20,Male,6,0,62.51,372.7,1,0,1
1180,57,Male,47,0,52.02,2438.66,1,0,0
1181,52,Female,50,0,37.6,1874.13,2,1,1
1182,21,Male,39,0,38.05,1489.16,2,0,0
1183,33,Male,28,2,80.97,2271.42,2,0,0
1184,48,Female,59,0,73.62,4352.48,2,1,0
1185,47,Male,29,1,79.48,2303.21,0,0,0
1186,28,Female,67,0,59.92,4028.94,3,0,0
1187,52,Female,23,0,30.45,703.33,2,0,0
1188,44,Female,28,1,50.3,1407.65,4,0,0
1189,24,Female,17,2,47.34,812.35,3,0,0
1190,51,Female,71,2,72.22,5134.44,2,1,0
1191,29,Male,20,2,30.86,624.42,1,0,0
1192,48,Female,69,1,90.44,6242.09,1,0,0
1193,24,Female,70,1,88.97,6223.66,3,1,0
1194,33,Female,43,1,33.51,1453.88,1,1,0
1195,49,Male,47,0,71.44,3355.2,2,0,0
1196,21,Female,10,1,58.34,588.53,0,0,0
1197,29,Male,9,0,82.66,741.82,2,0,1
1198,76,Male,9,1,80.98,736.45,2,0,1
1199,46,Male,25,1,51.42,1286.51,0,0,0
1200,24,Female,69,2,40.84,2818.19,0,0,0
1201,25,Male,41,0,69.89,2863.63,2,0,0
1202,70,Female,31,0,27.92,868.48,4,0,0
1203,38,Female,19,0,37.66,724.45,2,0,0
1204,59,Female,53,1,68.84,3650.46,5,0,0
1205,43,Male,12,0,49.77,599.83,3,0,1
1206,52,Male,48,0,78.52,3771.78,1,0,0
1207,25,Female,14,0,48.29,681.21,1,0,0
1208,77,Male,54,1,60.65,3276.32,1,0,0
1209,75,Female,70,0,69.17,4843.78,3,0,0
1210,39,Male,1,2,60.12,65.2,2,0,0
1211,23,Male,24,0,42.26,1017.22,2,0,0
1212,48,Male,61,0,68.85,4201.46,1,0,0
1213,19,Female,39,0,81.67,3187.66,2,0,0
1214,39,Male,31,0,80.7,2501.8,2,1,1
1215,66,Male,5,1,66.91,331.39,2,0,1
1216,52,Male,46,0,36.56,1676.01,1,0,0
1217,57,Male,67,2,47.94,3210.0,1,0,0
1218,78,Male,59,2,60.86,3588.02,0,0,0
1219,18,Male,39,2,69.96,2728.47,4,0,0
1220,24,Male,48,2,72.35,3475.6,2,0,0
1221,41,Male,61,0,87.77,5355.63,3,1,0
1222,36,Female,39,0,41.11,1602.53,2,0,0
1223,26,Female,18,0,57.84,1041.46,1,0,0
1224,40,Female,71,0,28.83,2049.8,1,0,0
1225,45,Male,39,0,48.17,1870.24,1,0,0
1226,22,Female,47,1,70.74,3335.98,4,0,0
1227,68,Male,53,0,29.88,1586.39,1,0,0
1228,71,Male,16,0,92.55,1472.35,1,0,1
1229,63,Female,14,2,60.0,837.24,3,0,0
1230,33,Male,55,0,48.27,2648.89,1,0,0
1231,50,Female,17,0,41.51,710.52,1,0,0
1232,19,Male,19,2,38.16,726.35,1,0,0
1233,41,Female,16,0,70.46,1126.68,1,0,1
1234,34,Female,21,0,76.95,1616.83,1,0,0
1235,39,Female,5,0,38.03,187.59,1,0,0
1236,29,Female,39,2,90.2,3525.92,0,0,0
1237,21,Male,62,0,31.05,1924.41,2,0,0
1238,71,Male,54,1,72.61,3921.75,2,0,0
1239,75,Female,17,1,68.35,1157.66,6,0,1
1240,74,Female,48,0,77.41,3722.98,1,0,0
1241,48,Male,50,0,88.3,4416.47,2,0,0
1242,37,Male,28,1,50.32,1413.29,1,0,0
1243,51,Male,67,1,48.03,3210.45,2,0,0
1244,28,Male,59,0,78.94,4648.02,3,0,0
1245,32,Female,70,0,33.19,2325.28,2,0,0
1246,79,Female,31,0,71.99,2231.33,2,1,1
1247,49,Male,62,1,28.0,1737.64,0,0,0
1248,23,Male,33,0,70.34,2314.57,5,0,1
1249,47,Female,23,0,51.75,1191.98,0,1,1
1250,28,Female,18,1,91.82,1649.55,1,0,0
1251,34,Male,16,2,62.62,1001.21,0,0,0
1252,66,Female,49,1,72.33,3540.84,1,0,0
1253,41,Male,11,0,49.69,542.63,0,0,0
1254,73,Female,46,1,30.96,1425.57,1,0,0
1255,18,Male,65,1,69.81,4539.59,0,0,0
1256,25,Male,25,0,40.04,996.67,0,0,0
1257,41,Female,65,1,58.45,3798.37,2,0,0
1258,54,Female,47,2,49.28,2315.25,3,1,0
1259,65,Female,31,1,69.48,2152.46,2,0,0
1260,66,Female,22,0,70.25,1543.64,3,0,1
1261,59,Male,39,0,65.83,2575.86,2,0,0
1262,43,Male,27,1,70.37,1903.38,0,0,0
1263,32,Female,59,0,30.19,1780.29,0,0,0
1264,42,Male,61,1,70.87,4325.54,2,0,0
1265,36,Female,36,0,36.63,1318.86,0,0,0
1266,18,Female,54,2,51.65,2786.31,2,0,0
1267,76,Female,5,0,32.58,158.1,1,0,0
1268,27,Male,11,0,71.09,772.66,1,0,1
1269,64,Female,9,0,81.57,731.4,1,0,0
1270,19,Male,48,2,69.6,3344.15,1,0,0
1271,30,Female,18,2,72.78,1310.21,1,0,0
1272,42,Female,15,1,37.99,571.31,2,0,0
1273,74,Female,15,0,81.86,1220.56,2,0,1
1274,73,Female,58,0,66.76,3871.01,1,0,0
1275,49,Male,54,2,48.21,2599.63,0,0,0
1276,57,Female,69,1,30.3,2092.67,0,1,0
1277,55,Male,32,1,49.78,1588.95,1,0,0
1278,36,Male,71,0,68.57,4867.78,2,1,0
1279,20,Male,58,1,45.57,2644.05,1,1,0
1280,69,Female,47,1,61.58,2886.61,1,0,0
1281,48,Female,5,2,49.7,244.25,0,0,0
1282,34,Male,37,0,48.76,1811.49,1,0,0
1283,72,Female,35,2,49.74,1736.11,0,0,0
1284,47,Female,23,1,69.73,1603.39,3,0,0
1285,52,Female,31,1,40.2,1242.97,1,0,0
1286,36,Female,56,0,33.34,1870.33,2,0,0
1287,23,Female,16,1,68.48,1096.56,1,0,0
1288,19,Female,28,0,68.4,1919.3,0,0,0
1289,64,Male,7,0,48.78,336.7,2,0,1
1290,55,Female,9,0,85.83,774.7,2,0,1
1291,46,Male,39,0,71.29,2786.43,3,0,0
1292,24,Female,44,2,31.49,1389.26,3,0,0
1293,23,Female,41,1,42.98,1752.66,1,0,0
1294,22,Male,11,1,48.75,546.94,1,1,0
1295,53,Female,23,1,40.58,932.94,3,0,0
1296,76,Female,66,0,31.85,2103.7,1,0,0
1297,51,Male,60,0,32.53,1946.94,4,0,0
1298,43,Male,6,2,66.49,402.54,2,0,0
1299,22,Male,37,1,89.23,3301.98,2,0,0
1300,60,Female,17,0,49.82,844.77,2,0,0
1301,31,Female,65,0,29.13,1889.17,2,0,0
1302,47,Male,8,0,87.95,704.67,3,0,1
1303,30,Female,53,2,45.59,2413.58,2,0,0
1304,74,Male,25,0,65.05,1626.32,2,0,0
1305,26,Male,24,0,39.28,942.99,1,0,0
1306,64,Female,34,2,80.43,2738.2,3,0,0
1307,78,Male,58,1,91.25,5286.69,0,0,0
1308,32,Female,50,1,67.63,3382.28,0,0,0
1309,37,Female,33,0,40.59,1331.81,1,1,0
1310,31,Male,30,0,50.77,1529.08,2,0,0
1311,65,Male,70,0,72.52,5068.06,4,0,0
1312,39,Female,30,0,51.38,1542.93,1,0,0
1313,60,Female,63,0,49.41,3107.8,0,0,0
1314,29,Female,6,1,91.6,543.67,1,0,0
1315,39,Male,26,1,51.52,1336.77,1,0,0
1316,56,Male,39,2,31.72,1231.14,1,0,0
1317,57,Female,6,0,89.38,530.7,2,0,0
1318,43,Male,49,1,40.21,1964.81,2,1,0
1319,24,Male,45,0,88.04,3962.59,1,0,0
1320,45,Male,39,2,88.07,3437.61,1,0,0
1321,51,Male,53,0,61.44,3266.68,1,0,0
1322,58,Female,39,0,52.95,2059.92,1,0,0
1323,58,Female,48,2,90.23,4328.79,2,0,0
1324,22,Female,64,2,52.78,3380.79,2,0,0
1325,52,Male,71,0,70.84,5027.11,2,0,0
1326,52,Male,30,1,71.26,2136.97,1,0,0
1327,56,Female,42,1,89.19,3745.97,0,0,0
1328,19,Male,35,0,40.06,1403.46,4,0,0
1329,34,Female,4,0,61.85,244.97,3,0,1
1330,24,Male,23,2,49.11,1134.47,2,1,0
1331,18,Male,18,2,68.6,1236.41,1,0,0
1332,39,Male,42,0,91.08,3820.16,5,0,0
1333,77,Male,5,1,81.23,414.06,3,0,1
1334,62,Female,39,0,58.78,2291.82,2,0,0
1335,19,Female,18,0,69.19,1254.31,1,0,1
1336,21,Male,61,0,33.84,2065.84,5,0,0
1337,49,Female,39,1,68.8,2684.84,1,0,0
1338,23,Female,40,0,59.07,2367.44,0,1,0
1339,27,Male,26,0,49.37,1275.85,0,0,0
1340,70,Male,37,0,81.83,3023.97,2,0,0
1341,76,Male,18,1,59.88,1075.94,0,0,0
1342,51,Female,33,0,70.33,2324.82,2,0,1
1343,44,Female,44,1,86.31,3795.95,1,0,0
1344,73,Female,57,0,76.21,4350.05,0,0,0
1345,41,Male,22,1,49.05,1077.34,5,0,0
1346,67,Female,47,0,80.45,3781.11,2,0,0
1347,38,Male,31,2,59.25,1834.45,0,1,0
1348,74,Male,33,2,49.41,1635.53,3,0,0
1349,58,Male,8,1,28.51,222.07,2,0,0
1350,63,Female,33,0,69.75,2300.91,1,0,0
1351,60,Female,54,1,36.82,1989.9,2,0,0
1352,62,Male,48,0,39.51,1895.93,2,0,0
1353,31,Female,36,2,89.51,3218.56,1,0,0
1354,44,Male,36,0,50.17,1801.98,1,0,0
1355,56,Male,12,0,70.63,845.08,1,0,1
1356,30,Male,71,0,71.27,5063.35,3,0,0
1357,27,Male,20,2,90.92,1822.13,0,0,0
1358,64,Male,19,1,49.95,949.19,1,0,0
1359,31,Male,57,2,69.15,3941.79,4,1,0
1360,18,Male,39,1,90.27,3519.82,0,0,0
1361,45,Male,61,2,28.55,1743.0,1,0,0
1362,35,Male,59,2,90.86,5361.1,2,0,0
1363,72,Female,15,2,58.02,872.34,1,0,0
1364,30,Female,70,0,51.14,3581.45,1,0,0
1365,49,Female,9,1,80.49,724.02,1,0,1
1366,66,Female,13,0,79.25,1024.79,0,1,1
1367,64,Female,1,0,42.6,39.73,3,1,1
1368,29,Male,9,0,92.46,832.56,0,1,1
1369,44,Male,2,0,50.17,92.62,4,0,1
1370,53,Female,16,1,60.29,961.29,3,0,0
1371,40,Female,29,1,88.85,2586.46,1,0,0
1372,58,Female,16,0,46.46,746.59,0,1,0
1373,22,Female,66,1,30.76,2027.54,0,0,0
1374,30,Male,22,0,69.55,1514.79,0,0,0
1375,77,Female,34,1,35.37,1204.14,0,0,0
1376,55,Male,3,1,30.44,87.61,1,0,0
1377,59,Female,35,2,32.84,1158.57,1,0,0
1378,78,Female,23,0,71.86,1653.32,3,0,1
1379,49,Female,68,0,90.1,6122.37,2,0,0
1380,55,Female,63,0,80.66,5076.23,0,1,0
1381,56,Male,39,0,49.78,1943.72,1,0,0
1382,36,Female,17,1,32.76,554.18,0,0,0
1383,57,Female,24,0,51.23,1231.17,2,0,1
1384,39,Male,55,0,86.56,4759.02,3,0,0
1385,24,Female,58,0,94.0,5451.04,1,0,0
1386,39,Male,17,1,39.13,668.58,1,0,0
1387,61,Male,57,0,40.1,2284.45,2,0,0
1388,42,Female,66,2,63.11,4161.43,2,0,0
1389,69,Female,9,0,51.49,467.1,0,1,1
1390,63,Male,11,1,62.28,691.13,1,0,0
1391,77,Male,51,0,71.2,3626.83,2,1,1
1392,68,Female,21,0,83.02,1739.54,1,1,1
1393,57,Male,37,0,59.2,2188.0,3,0,0
1394,60,Male,10,1,43.34,429.02,1,0,0
1395,60,Female,23,1,69.33,1597.8,0,0,0
1396,30,Male,59,0,29.49,1745.48,2,0,0
1397,51,Male,30,0,77.87,2338.29,2,0,0
1398,50,Male,11,0,80.67,891.94,2,0,1
1399,49,Female,41,0,65.71,2693.34,2,0,0
1400,40,Male,39,0,73.18,2848.01,0,0,0
1401,77,Male,3,2,50.96,152.19,1,1,0
1402,53,Female,30,1,49.1,1474.84,1,0,0
1403,21,Male,17,1,70.41,1200.99,0,1,0
1404,72,Male,65,1,47.29,3069.94,1,0,0
1405,19,Female,64,0,39.76,2549.14,1,1,0
1406,34,Female,44,0,94.3,4152.27,0,0,0
1407,43,Female,60,0,68.74,4120.26,2,0,0
1408,20,Female,49,0,55.68,2732.26,0,0,0
1409,22,Male,10,0,50.58,503.51,1,0,0
1410,22,Male,6,1,31.49,180.04,1,0,1
1411,63,Female,47,0,49.48,2328.11,1,0,0
1412,37,Male,38,1,82.56,3142.46,6,1,1
1413,21,Male,29,0,92.4,2679.45,1,0,0
1414,30,Female,59,0,91.06,5375.89,1,0,0
1415,62,Female,63,1,83.13,5241.36,4,0,0
1416,73,Male,65,0,50.79,3293.39,1,0,0
1417,29,Male,35,0,70.26,2456.5,0,1,0
1418,57,Female,39,1,57.0,2227.41,2,0,0
1419,65,Female,16,1,49.31,777.97,2,0,0
1420,47,Male,38,1,50.26,1908.95,2,0,0
1421,30,Male,48,0,46.45,2225.96,2,0,0
1422,56,Female,8,0,52.13,416.28,3,0,0
1423,19,Male,50,2,69.12,3460.68,0,0,0
1424,18,Male,65,1,90.97,5914.25,0,0,0
1425,23,Male,7,0,61.06,423.18,2,0,1
1426,53,Male,13,0,51.71,672.41,2,0,1
1427,22,Female,1,0,78.89,77.78,3,0,1
1428,73,Male,48,0,33.61,1617.38,0,0,0
1429,75,Female,34,0,57.93,1970.42,0,0,0
1430,38,Male,54,2,68.41,3687.15,2,0,0
1431,66,Male,63,2,72.11,4544.17,2,0,0
1432,28,Male,55,2,56.04,3083.91,1,1,0
1433,58,Male,68,0,70.23,4776.64,2,0,0
1434,70,Female,26,1,81.84,2127.5,1,0,0
1435,24,Female,39,1,59.6,2320.34,1,0,0
1436,74,Male,61,0,79.89,4872.26,2,0,0
1437,38,Male,67,0,81.11,5436.38,2,0,0
1438,45,Female,6,0,52.6,317.73,2,0,1
1439,45,Female,8,0,32.17,257.28,2,0,0
1440,77,Female,25,1,68.5,1702.63,1,0,0
1441,37,Female,13,0,38.83,503.34,0,0,0
1442,56,Female,6,1,59.06,345.0,2,0,1
1443,20,Male,21,1,30.04,629.44,2,0,0
1444,57,Female,46,0,69.21,3189.64,2,0,0
1445,46,Male,46,1,61.04,2806.72,1,0,0
1446,78,Female,3,2,40.83,120.8,0,0,0
1447,74,Male,6,0,77.97,479.91,2,0,1
1448,49,Female,26,0,31.24,811.3,0,1,0
1449,19,Male,70,1,29.79,2089.37,0,0,0
1450,27,Female,59,1,53.93,3183.36,2,1,0
1451,33,Female,24,1,46.48,1115.78,2,0,0
1452,61,Female,56,1,39.71,2221.1,0,0,0
1453,74,Male,8,1,47.95,376.36,2,0,1
1454,76,Male,55,0,80.94,4455.62,2,0,0
1455,49,Male,69,0,61.3,4225.63,4,0,0
1456,77,Male,20,1,50.22,1000.04,1,0,0
1457,65,Male,15,1,48.09,716.9,0,0,0
1458,54,Male,16,1,74.34,1188.44,2,0,0
1459,49,Female,71,2,89.33,6345.54,1,0,0
1460,41,Male,66,0,62.68,4132.35,1,0,0
1461,29,Female,56,2,72.2,4038.49,2,0,0
1462,22,Male,48,0,50.99,2451.24,1,0,0
1463,33,Male,9,1,68.27,613.15,3,1,1
1464,23,Female,6,1,40.27,235.95,2,1,1
1465,70,Male,21,0,38.31,809.18,1,0,0
1466,59,Female,27,0,32.66,883.43,2,0,0
1467,33,Male,4,0,47.85,191.49,2,0,0
1468,69,Male,33,0,69.85,2302.94,2,0,0
1469,72,Female,67,1,48.36,3232.09,1,0,0
1470,60,Male,38,2,51.26,1943.75,3,1,0
1471,62,Female,14,2,92.81,1296.13,2,0,0
1472,44,Female,46,1,30.06,1380.67,2,0,0
1473,74,Female,60,1,51.87,3114.58,1,0,0
1474,27,Female,29,0,60.46,1757.35,4,0,1
1475,74,Male,30,0,50.9,1525.25,3,1,1
1476,54,Female,69,1,70.79,4877.85,2,0,0
1477,62,Male,11,2,28.8,313.43,1,1,0
1478,64,Female,7,0,68.92,489.07,0,0,0
1479,48,Female,53,1,81.37,4310.36,2,0,0
1480,22,Female,27,2,71.16,1921.62,5,0,0
1481,55,Female,17,0,73.05,1243.8,1,0,1
1482,37,Female,45,1,73.47,3308.83,3,0,0
1483,72,Female,33,0,30.46,1011.05,1,0,0
1484,63,Female,59,1,52.13,3074.01,1,1,0
1485,40,Female,1,0,50.02,44.17,1,0,1
1486,75,Female,61,1,70.81,4313.88,0,0,0
1487,42,Male,14,0,90.6,1264.57,0,0,0
1488,45,Female,65,0,51.84,3368.57,2,0,0
1489,51,Male,35,0,51.67,1808.92,0,0,0
1490,46,Female,63,1,70.6,4441.93,0,0,0
1491,75,Female,14,2,28.0,389.83,0,0,0
1492,39,Male,28,1,61.42,1730.07,1,1,1
1493,50,Male,37,1,70.78,2620.74,1,0,0
1494,47,Male,37,1,28.02,1029.39,1,0,0
1495,22,Male,27,2,73.42,1978.35,1,1,0
1496,55,Female,22,0,50.92,1128.53,3,0,0
1497,58,Female,14,2,68.54,955.92,3,0,0
1498,60,Female,50,0,93.27,4653.18,2,0,0
1499,39,Female,25,0,62.41,1556.02,1,0,0
1500,26,Female,48,1,78.31,3747.1,1,0,0
1501,76,Male,63,1,69.78,4401.74,0,1,0
1502,53,Female,29,1,80.01,2319.75,2,0,0
1503,35,Male,70,0,51.22,3585.08,3,0,0
1504,41,Female,53,2,70.59,3746.05,1,0,0
1505,64,Female,1,1,73.43,73.25,4,0,1
1506,51,Male,50,0,59.26,2961.62,0,0,0
1507,71,Female,39,1,79.18,3093.55,2,0,0
1508,49,Male,32,0,79.46,2536.42,0,0,0
1509,40,Female,36,1,44.2,1589.75,2,0,0
1510,70,Female,5,2,60.82,304.05,1,0,0
1511,79,Female,11,0,67.71,738.21,4,0,1
1512,18,Male,20,0,76.94,1548.25,2,0,0
1513,63,Female,37,1,67.83,2516.75,1,0,0
1514,31,Female,4,0,68.5,274.38,1,0,1
1515,28,Male,59,1,28.35,1674.42,2,0,0
1516,60,Female,5,1,47.27,237.51,0,1,0
1517,77,Female,67,2,28.53,1897.33,1,0,0
1518,37,Female,70,0,28.1,1980.06,2,0,0
